SECUCODE,SECURITY_CODE,INDUSTRY_CODE,ORG_CODE,SECURITY_NAME_ABBR,INDUSTRY_NAME,MARKET,SECURITY_TYPE_CODE,TRADE_MARKET_CODE,DATE_TYPE_CODE,REPORT_TYPE_CODE,DATA_STATE,NOTICE_DATE,REPORT_DATE,PARENT_NETPROFIT,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_COST,TOE_RATIO,OPERATE_COST,OPERATE_EXPENSE,OPERATE_EXPENSE_RATIO,SALE_EXPENSE,MANAGE_EXPENSE,FINANCE_EXPENSE,OPERATE_PROFIT,TOTAL_PROFIT,INCOME_TAX,OPERATE_INCOME,INTEREST_NI,INTEREST_NI_RATIO,FEE_COMMISSION_NI,FCN_RATIO,OPERATE_TAX_ADD,MANAGE_EXPENSE_BANK,FCN_CALCULATE,INTEREST_NI_CALCULATE,EARNED_PREMIUM,EARNED_PREMIUM_RATIO,INVEST_INCOME,SURRENDER_VALUE,COMPENSATE_EXPENSE,TOI_RATIO,OPERATE_PROFIT_RATIO,PARENT_NETPROFIT_RATIO,DEDUCT_PARENT_NETPROFIT,DPN_RATIO
000584.SZ,000584,016043,10005525,哈工智能,机械行业,szzb,058001001,069001002001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,35284059.11,765948804.42,750088468.51,-31.1182348091,578963341.32,578963341.32,-31.2815994397,31629999.85,80556366.68,16106119.21,14950911.32,53944960.81,18609945.51,,,,,,15765251.7,,,,,,,,,-35.8087214414,-83.291903482421,-45.873924088865,5436694.23,-91.570326104809
000571.SZ,000571,016011,10005517,*ST大洲,煤炭采选,szzb,058001001,069001002005,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,-84118939.09,673813519.63,735229108.27,-18.9739612238,531898923.07,531898923.07,-22.6240839266,33154520.45,98431492.56,39475537.42,-77915578.99,-74850016.7,3883613.81,,,,,,32268634.77,,,,,,,,,-27.0247153664,-235.120475722233,-354.775040322982,-87555220.61,-2161.23921474838
000564.SZ,000564,016036,10005510,供销大集,商业百货,szzb,058001001,069001002001,002,001,2,2020-08-31 00:00:00,2019-06-30 00:00:00,3486501.47,3245415486.62,3640449963.69,-57.682341816,2413437900.55,2413437900.55,-66.2867203499,438409102.95,441220048.84,281745485.13,138926334.44,143067645.04,156188486.58,,40425588.84,,,,61832009.97,,,40425588.84,,,,,,-62.6530166479,-80.402458666352,-98.389897566028,5978865.17,-98.082011197858
SECUCODE,SECURITY_CODE,INDUSTRY_CODE,ORG_CODE,SECURITY_NAME_ABBR,INDUSTRY_NAME,MARKET,SECURITY_TYPE_CODE,TRADE_MARKET_CODE,DATE_TYPE_CODE,REPORT_TYPE_CODE,DATA_STATE,NOTICE_DATE,REPORT_DATE,PARENT_NETPROFIT,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_COST,TOE_RATIO,OPERATE_COST,OPERATE_EXPENSE,OPERATE_EXPENSE_RATIO,SALE_EXPENSE,MANAGE_EXPENSE,FINANCE_EXPENSE,OPERATE_PROFIT,TOTAL_PROFIT,INCOME_TAX,OPERATE_INCOME,INTEREST_NI,INTEREST_NI_RATIO,FEE_COMMISSION_NI,FCN_RATIO,OPERATE_TAX_ADD,MANAGE_EXPENSE_BANK,FCN_CALCULATE,INTEREST_NI_CALCULATE,EARNED_PREMIUM,EARNED_PREMIUM_RATIO,INVEST_INCOME,SURRENDER_VALUE,COMPENSATE_EXPENSE,TOI_RATIO,OPERATE_PROFIT_RATIO,PARENT_NETPROFIT_RATIO,DEDUCT_PARENT_NETPROFIT,DPN_RATIO
300344.SZ,300344,016057,10119359,太空智造,软件服务,cyb,058001001,069001002002,002,001,2,2020-10-01 00:00:00,2019-06-30 00:00:00,12302988.06,219903225.24,211907543.34,-9.5790410426,140857741.67,140857741.67,-13.0453474594,23623939.82,35321219.6,4824021.87,18058895.52,18482929.7,6355903.05,,,,,,997239.86,,,,,,,,,-9.6936071837,-60.907739769138,-62.067045149106,11455509.8,-5.497631151309
300175.SZ,300175,016042,10154717,朗源股份,综合行业,cyb,058001001,069001002002,002,001,2,2020-10-01 00:00:00,2019-06-30 00:00:00,18985697.24,250900431.4,217085160.7,47.0617790189,167990751.72,167990751.72,25.0351556958,9155337.01,26649276.42,4105340.66,28207650.05,28161450.06,5042526.57,,,,,,795728.71,,,,,,,,,61.8024548322,110.034924621784,150.014626207385,17422681.3,1160.35695006326
689009.SH,689009,,10000019193,九号公司,,,058001008,069001001006,002,001,2,2020-09-30 00:00:00,2019-06-30 00:00:00,-358046175.78,2219088694.67,1963088568.87,,1556124161.91,1556124161.91,,127304473.66,169732249.37,-14012456.22,-354460385.22,-355188753.96,2857421.82,,,,,,9412889.74,,,,,,,,,,,,212576964.01,
688133.SH,688133,016040,10488790,泰坦科技,材料行业,kcb,058001001,069001001006,002,001,2,2020-09-30 00:00:00,2019-06-30 00:00:00,25738940.63,519777817.57,487129101.79,23.9764756874,408959100.16,408959100.16,25.0988766493,43263279.69,14941404.37,2810815.73,29202672.03,29199827.56,3636454.1,,,,,,1488952.82,,,,,,,,,24.6921884687,14.040347647744,12.936816802532,22873726.77,7.672418004477
300902.SZ,300902,016061,10399120,国安达,专用设备,cyb,058001001,069001002002,002,001,2,2020-09-30 00:00:00,2019-06-30 00:00:00,25533544.58,102025904.07,71402947.69,-3.5993265553,42103143.1,42103143.1,-3.5647745043,10022951.47,11207998.54,355529.5,29496020.63,29511437.11,4157222.33,,,,,,821185.88,,,,,,,,,-3.8651639118,-10.67229447212,-10.44098238913,24218044.58,-12.324813597315
002694.SZ,002694,016018,10092298,顾地科技,塑胶制品,zxb,058001001,069001002003,002,001,2,2020-09-30 00:00:00,2019-06-30 00:00:00,-23078814.34,698153988.36,731228076.95,-12.9968297224,573369329.43,573369329.43,-13.9627752281,52850328.81,60223793.03,13596931.74,-29420506.81,-28343371.8,3328993.04,,,,,,6003853.8,,,,,,,,,-13.834868568,-400.604976609489,-306.117196787396,-26248901.2,23.13424851894
000042.SZ,000042,016017,10004126,中洲控股,房地产,szzb,058001001,069001002001,002,001,2,2020-09-30 00:00:00,2019-06-30 00:00:00,202102536.82,2389802552.09,2028542481.05,-58.69766238,1105337609.64,1105337609.64,-66.4129648878,144119670.59,208873155.58,227172122.8,232308493.27,235268691.54,111798849.82,,,,,,343039922.44,,,,,,,,,-59.8185873014,-78.764413164561,-71.854387836635,181653000.9,-72.042662752496
300901.SZ,300901,016010,10000015577,中胤时尚,纺织服装,cyb,058001001,069001002002,002,001,2,2020-09-29 00:00:00,2019-06-30 00:00:00,56082257.36,385281509.88,314354117.96,,294003692.2,294003692.2,,9321596.12,7857230.47,-1575665.94,70988698.69,74393740.28,18312034.06,,,,,,552540.02,,,,,,,,,,,,53416757.36,
300900.SZ,300900,016034,10528628,广联航空,航天航空,cyb,058001001,069001002002,002,001,2,2020-09-29 00:00:00,2019-06-30 00:00:00,12472836.33,59612817.56,51840646.6,,27763374.76,27763374.76,,3813794.94,9566596.38,962619.12,13361123.22,13502096.7,856825.26,,,,,,825525.78,,,,,,,,,,,,4414302,
000010.SZ,000010,016046,10004094,美丽生态,园林工程,szzb,058001001,069001002001,002,001,2,2020-09-29 00:00:00,2019-06-30 00:00:00,10231761.73,472836173.15,429077104.11,116.8233319593,336945527.03,336945527.03,231.4282899028,2886152.4,40408397.09,46807360.78,69150806.99,68831765.47,25938541.36,,,,,,1293331.95,,,,,,,,,339.7236362881,180.484364610249,112.039342989413,-9748361.85,88.524729156242
688179.SH,688179,016040,10399885,阿拉丁,材料行业,kcb,058001001,069001001006,002,001,2,2020-09-28 00:00:00,2019-06-30 00:00:00,28678165.26,94953973.92,61155948.21,34.9856441202,26974027.8,26974027.8,33.1931489477,10099061.84,16381845.12,-129445.38,33144727.54,33029893.09,4351727.83,,,,,,430495.2,,,,,,,,,30.2862913418,10.715121340807,28.460507018999,28718671.12,28.084295590097
688129.SH,688129,016041,10000015585,东来技术,化工行业,kcb,058001001,069001001006,002,001,2,2020-09-28 00:00:00,2019-06-30 00:00:00,39759503.93,223915442.15,182098360.9,,121558086.4,121558086.4,,32722248.29,13374594.81,16501.4,46456635.78,46454705.42,6695201.49,,,,,,1901439.48,,,,,,,,,,,,33981901.25,
300797.SZ,300797,016061,10314308,钢研纳克,专用设备,cyb,058001001,069001002002,002,001,2,2020-09-28 00:00:00,2019-06-30 00:00:00,29507178.84,235968905.44,210709869.79,15.2749458787,132352294.34,132352294.34,15.5633655641,32868785.49,24970047.44,-107087.33,32265843.95,33256310.05,3788658.49,,,,,,1653366.05,,,,,,,,,22.3917957771,72.205389985179,73.422188665572,24045547.01,54.334296976774
600754.SH,600754,016038,10004198,锦江酒店,旅游酒店,shzb,058001001,069001001001,002,001,2,2020-09-26 00:00:00,2019-06-30 00:00:00,567728824.01,7142862045.08,6681715159.76,2.2574529436,746509898.3,746509898.3,6.4700218475,3775055144.17,1857681595.32,176945865.5,883522684.91,886556068.6,236472146.91,,,,,,109294497.57,,,,,,,,,2.9327375291,23.479908123695,12.776890104159,358141802.35,13.484275824686
002571.SZ,002571,016044,10174605,德力股份,玻璃陶瓷,zxb,058001001,069001002003,002,001,2,2020-09-26 00:00:00,2019-06-30 00:00:00,19474709.04,386036996.28,366054430.05,-3.2530983097,303462791.31,303462791.31,-3.1056925638,17556826,36943933.2,981306.43,15955102.44,19827117.02,589310.47,,,,,,5616195.59,,,,,,,,,1.5850874884,166.431329284733,178.345592121543,11793760.22,145.812352456191
000413.SZ,000413,016022,10564773,东旭光电,电子元件,szzb,058001001,069001002001,002,001,2,2020-09-26 00:00:00,2019-06-30 00:00:00,844176169.98,8475089222.93,7645968690.88,-24.2011541805,6571893216.94,6571893216.94,-27.1569432919,155812716.54,282118024.57,368090095.96,1062401638.39,1068006138.6,186908717.85,,,,,,46727113.64,,,,,,,,,-23.8526318035,-9.429711564357,-1.645110502034,778095326.66,-4.098149676067
002052.SZ,002052,016015,10010872,*ST同洲,通讯行业,zxb,058001001,069001002005,002,001,2,2020-09-24 00:00:00,2019-06-30 00:00:00,10252063.24,542123087.35,534720280.93,16.5242939315,414711961.46,414711961.46,13.9907731113,37401373.4,39031634.4,10820975.47,7148894.41,9837046.24,-415017,,,,,,2019020.48,,,,,,,,,30.1062696386,122.52639430357,134.60230882765,4192251.73,113.577201905327
688788.SH,688788,016014,10000057436,科思科技,电子信息,kcb,058001001,069001001006,002,001,2,2020-09-23 00:00:00,2019-06-30 00:00:00,55996072.63,213165876.65,145894534.44,,63644897.32,63644897.32,,6250872.76,18565972.76,4513026.29,59494259.31,59432230.77,4941856.97,,,,,,134800.47,,,,,,,,,,,,53939494.94,
605058.SH,605058,016022,10000039148,澳弘电子,电子元件,shzb,058001001,069001001001,002,001,2,2020-09-22 00:00:00,2019-06-30 00:00:00,63506334.43,423671351.71,350604881.42,,298752127.99,298752127.99,,9141293.01,23099028.52,-6075438.82,70332002.69,71773351.66,8267017.23,,,,,,2850123.59,,,,,,,,,,,,61333731.33,
601568.SH,601568,016041,10138679,北元集团,化工行业,shzb,058001001,069001001001,002,001,2,2020-09-22 00:00:00,2019-06-30 00:00:00,806710871.65,4813879763.34,3866719800.81,,3168863633.63,3168863633.63,,292511646.02,309207315.95,36332497.65,951205046.3,955516451.01,148805579.36,,,,,,36270606.47,,,,,,,,,,,,802367071.65,
688386.SH,688386,016018,10433737,泛亚微透,塑胶制品,kcb,058001001,069001001006,002,001,2,2020-09-21 00:00:00,2019-06-30 00:00:00,16267711.79,112392682.42,92173559.52,,61146315.88,61146315.88,,8448148.05,12591818.89,1644807.09,19531124.27,19269437.17,3001725.38,,,,,,1620981.63,,,,,,,,,,,,16343611.79,
300899.SZ,300899,016048,10489274,上海凯鑫,环保工程,cyb,058001001,069001002002,002,001,2,2020-09-21 00:00:00,2019-06-30 00:00:00,32838803.29,148335515.38,111367849.01,,95760271.74,95760271.74,,3082638.21,6112528.23,-41860.48,37151522.93,37174615.87,4302847.37,,,,,,742215.82,,,,,,,,,,,,32203303.29,
002324.SZ,002324,016018,10143258,普利特,塑胶制品,zxb,058001001,069001002003,002,001,2,2020-09-19 00:00:00,2019-06-30 00:00:00,59794416.83,1652285585.73,1586684461.23,-5.3288432765,1334868939.8,1334868939.8,-6.500706412,60471533.28,45565557.4,35689647.81,65206259.2,71573903.29,12317062.14,,,,,,3846293.81,,,,,,,,,-6.6503265905,-32.246484763328,-32.098126845905,53411846.19,-34.491887631963
600228.SH,600228,016041,10002436,ST昌九,化工行业,shzb,058001001,069001001003,002,001,2,2020-09-18 00:00:00,2019-06-30 00:00:00,-5057707.24,214853898.95,217895005.01,-15.3711450135,183476706.42,183476706.42,-18.3773147703,11610452.14,13768000.03,600065.33,-2423032.25,-2323336.26,478554.14,,,,,,879308.47,,,,,,,,,-19.8821425684,-124.653484523215,-236.175744642205,-5233452.13,-255.381764403314
300999.SZ,300999,016012,10000015613,金龙鱼,食品饮料,cyb,058001001,069001002002,002,001,2,2020-09-18 00:00:00,2019-06-30 00:00:00,1596854000,78685157000,75477318000,,70296091000,70296091000,,3485841000,1069875000,351753000,1858842000,1857995000,269366000,,,,,,192770000,,,,,,,,,,,,1239875000,
300287.SZ,300287,016057,10202897,飞利信,软件服务,cyb,058001001,069001002002,002,001,2,2020-09-18 00:00:00,2019-06-30 00:00:00,47162130.76,777191475.14,725224506.36,-34.0235080151,551031968.05,551031968.05,-40.326183037,44315821.3,73546016.83,11742989.31,51851971.25,52038948.29,7544277.35,,,,,,2435676.24,,,,,,,,,-41.0868692254,-75.162120258202,-73.989218689543,41008784.06,-76.942744242958
600688.SH,600688,016023,10003998,上海石化,石油行业,shzb,058001001,069001001001,002,001,2,2020-09-17 00:00:00,2019-06-30 00:00:00,1137241000,51992583000,51094452000,5.7256664839,43664730000,43664730000,7.2637105131,260415000,1516182000,-198402000,1364696000,1359243000,215526000,,,,,,5830148000,,,,,,,,,-0.3737609135,-69.713844144904,-67.729888588137,1137729000,-67.635224108341
300775.SZ,300775,016034,10500065,三角防务,航天航空,cyb,058001001,069001002002,002,001,2,2020-09-17 00:00:00,2019-06-30 00:00:00,93527025.12,318508125.54,204061766.48,40.4325338154,175373562.18,175373562.18,34.8939509674,2069650.63,13497737.81,-403334.56,109218120.11,109625265.71,16098240.59,,,,,,3066901.5,,,,,,,,,32.3855312638,18.079474854255,18.402837151546,88837243.76,13.257856025255
300226.SZ,300226,016014,10176326,上海钢联,电子信息,cyb,058001001,069001002002,002,001,2,2020-09-17 00:00:00,2019-06-30 00:00:00,92845098.14,49268906545.12,49100966160.17,10.4228861012,48831910073.24,48831910073.24,10.3612359448,111560400.06,74975292.04,22605547.96,165036163.4,164949047.94,7932709.4,,,,,,19565276.25,,,,,,,,,10.54,64.632639055423,53.48,93593701.24,61.793991401816
300043.SZ,300043,016060,10136998,星辉娱乐,文教休闲,cyb,058001001,069001002002,002,001,2,2020-09-17 00:00:00,2019-06-30 00:00:00,125912406.03,1122550880.33,1016674823.79,-32.1108057689,599536363.02,599536363.02,-30.7137120607,180646571.84,141405214.72,76918982.47,108044036.34,139235538.57,12540694.17,,,,,,7315858.02,,,,,,,,,-31.5025452665,-26.600014554801,-10.760153237894,100605064.66,-12.151346281128
003011.SZ,003011,016018,10000015559,海象新材,塑胶制品,zxb,058001001,069001002003,002,001,2,2020-09-17 00:00:00,2019-06-30 00:00:00,56330664.47,370797116.5,323764654.09,,251689262.79,251689262.79,,41441083.96,10226168.91,6477905.87,62514396.14,62704170.23,6373505.76,,,,,,2041984.43,,,,,,,,,,,,53827564.47,
688330.SH,688330,016020,10000003516,宏力达,输配电气,kcb,058001001,069001001006,002,001,2,2020-09-16 00:00:00,2019-06-30 00:00:00,152924951.57,391627970.69,209124599.49,,159835264.76,159835264.76,,18328295.76,17407993.94,-35557.48,178954516.68,179002184.31,26077232.74,,,,,,2340272.37,,,,,,,,,,,,148907573.3,
300464.SZ,300464,016059,10195237,星徽精密,金属制品,cyb,058001001,069001002002,002,001,2,2020-09-16 00:00:00,2019-06-30 00:00:00,55425874.24,1367927125.14,1301664972.73,334.410715408,755444569.08,755444569.08,189.4191684046,444632492.94,65046711.25,9793393.18,66202682.59,66321681.33,11283962.95,,,,,,2727474.05,,,,,,,,,376.0308036578,598.74274226689,942.997078056233,51517921.83,564.141694866972
300265.SZ,300265,016020,10163663,通光线缆,输配电气,cyb,058001001,069001002002,002,001,2,2020-09-16 00:00:00,2019-06-30 00:00:00,27824261.29,689436437.91,656533408.69,-17.6917478768,506565511.11,506565511.11,-23.8202003827,61823221.63,35957885.03,20319473.65,37007934.18,36234115.67,7459365.07,,,,,,5576247.68,,,,,,,,,-15.4277577143,25.376754565224,17.955791515456,27423055.01,7.697513171935
002290.SZ,002290,016040,10074951,ST中科创,材料行业,zxb,058001001,069001002005,002,001,2,2020-09-16 00:00:00,2019-06-30 00:00:00,-99614420.98,824438652.78,787595281.87,2.7403767316,705872793.25,705872793.25,2.0707701215,22611812.6,25000026.85,3090899.45,-90189484.09,-90158119.06,9456301.92,,,,,,5164378.06,,,,,,,,,-0.5567313127,-247.897945542642,-295.771333637874,-107982899.07,-342.945933309905
605338.SH,605338,016012,10000015538,巴比食品,食品饮料,shzb,058001001,069001001001,002,001,2,2020-09-15 00:00:00,2019-06-30 00:00:00,68850535.4,481268684.57,406217164.78,,324550789.68,324550789.68,,44551615.64,39676294.52,-7892018.06,77039401.02,92349933.35,23923166.6,,,,,,3208807.29,,,,,,,,,,,,55972588.58,
605336.SH,605336,016019,10000015568,帅丰电器,家电行业,shzb,058001001,069001001001,002,001,2,2020-09-15 00:00:00,2019-06-30 00:00:00,71650030.21,307261102.28,244354603.04,,163301764.2,163301764.2,,45485428.83,18510768.35,-173210.13,84841984.83,84297507.16,12647476.95,,,,,,3391504.84,,,,,,,,,,,,52952155.69,
603021.SH,603021,016044,10262144,山东华鹏,玻璃陶瓷,shzb,058001001,069001001001,002,001,2,2020-09-15 00:00:00,2019-06-30 00:00:00,-11951826.93,373199750.45,385396662.24,-5.4262312875,292778705.82,292778705.82,-4.986625319,28049579.28,30682856.2,21553826.48,-12662876.43,-12912127.53,726940.78,,,,,,7369081.62,,,,,,,,,-6.5705732966,-689.627496225844,-500.845623790726,-13759345.2,-48.396624940795
300897.SZ,300897,016021,10685264,山科智能,仪器仪表,cyb,058001001,069001002002,002,001,2,2020-09-14 00:00:00,2019-06-30 00:00:00,8547934.3,98867315.49,90014513.56,,49593268.51,49593268.51,,19478932.67,11564748.43,-94449.61,10263857,10259457,1711522.7,,,,,,989920.98,,,,,,,,,,,,,
002232.SZ,002232,016057,10094769,启明信息,软件服务,zxb,058001001,069001002003,002,001,2,2020-09-12 00:00:00,2019-06-30 00:00:00,20465096.16,509757169.44,488498956.32,-12.2234802681,437309842.32,437309842.32,-10.3006947898,11059182.78,36483683.88,-7025255.48,28497313.85,28619506.84,6258281.83,,,,,,4080312.8,,,,,,,,,-12.4873354535,7.369636718001,-8.909624472298,16332184.22,-16.049166754946
600462.SH,600462,016022,10007154,*ST九有,电子元件,shzb,058001001,069001001003,002,001,2,2020-09-11 00:00:00,2019-06-30 00:00:00,-11631958.92,159711238.26,177126992.34,-89.7155943071,143511103.3,143511103.3,-91.4797228196,8738453.91,22266290.46,82415.94,-13312492.49,-13350109.83,314180.94,,,,,,627278.25,,,,,,,,,-90.8423164443,-396.524648085964,-261.719413931379,-11688868.51,-264.360321555638
300888.SZ,300888,016061,10521856,稳健医疗,专用设备,cyb,058001001,069001002002,002,001,2,2020-09-11 00:00:00,2019-06-30 00:00:00,229931670.33,2105441289.35,1835412076.43,,1047323547.71,1047323547.71,,605685684.35,93007504.13,8665335.78,270979247.5,271750626.72,41383694.65,,,,,,20735366.17,,,,,,,,,,,,222665467.53,
300698.SZ,300698,016015,10489091,万马科技,通讯行业,cyb,058001001,069001002002,002,001,2,2020-09-11 00:00:00,2019-06-30 00:00:00,3514654.26,185624213.76,183917006.5,25.7818220114,135295293.04,135295293.04,37.7503244073,28749177.63,10955897.52,2029456.86,3880350.97,4090350.97,575696.71,,,,,,995729.2,,,,,,,,,27.3755490305,57.526003851244,-31.338088638108,933299.16,470.768112006792
688093.SH,688093,016040,10000060137,世华科技,材料行业,kcb,058001001,069001001006,002,001,2,2020-09-10 00:00:00,2019-06-30 00:00:00,17041229.64,78416403.29,62345709.18,,35527748.48,35527748.48,,5478279.34,12466842.99,56544.33,20209314.87,20220280.59,3179050.95,,,,,,1163355.68,,,,,,,,,,,,13991912.87,
605099.SH,605099,016060,10339985,共创草坪,文教休闲,shzb,058001001,069001001001,002,001,2,2020-09-10 00:00:00,2019-06-30 00:00:00,111859181.13,735066853.57,606093504.71,,477024049.27,477024049.27,,60020329.85,32384648.13,4093078.66,131770451.5,131714296.7,19855115.57,,,,,,5743635.57,,,,,,,,,,,,105158281.13,
003008.SZ,003008,016007,10000007619,开普检测,电力行业,zxb,058001001,069001002003,002,001,2,2020-09-10 00:00:00,2019-06-30 00:00:00,66408780.86,114739061.13,37701742.77,,19932638.45,19932638.45,,3766468.79,8680597.58,-26219.86,77910877.41,78084821.26,11676040.4,,,,,,995184.39,,,,,,,,,,,,65332262.88,
003007.SZ,003007,016057,10000037713,直真科技,软件服务,zxb,058001001,069001002003,002,001,2,2020-09-10 00:00:00,2019-06-30 00:00:00,-7495388.15,121879657.41,137028293.72,,55494616.2,55494616.2,,17705829.11,20326894.74,-303878.7,-7710722.51,-7734183.81,320234.38,,,,,,1591455.46,,,,,,,,,,,,-9204568.59,
688585.SH,688585,016040,10000043516,上纬新材,材料行业,kcb,058001001,069001001006,002,001,2,2020-09-09 00:00:00,2019-06-30 00:00:00,41228867.22,634765313.32,574443845.68,,502506196.25,502506196.25,,30746023.93,26904248.65,854095.9,59448015.28,52658336.26,11429469.04,,,,,,1887053.15,,,,,,,,,,,,46794857.7,
688013.SH,688013,016047,10000071414,天臣医疗,医疗行业,kcb,058001001,069001001006,002,001,2,2020-09-09 00:00:00,2019-06-30 00:00:00,21470952.87,81413364.76,57527115.8,,32933971.43,32933971.43,,11743255.35,6150747.13,-485427.84,23401011.92,24667899.52,3196946.65,,,,,,786477.39,,,,,,,,,,,,20385251.47,
605136.SH,605136,016036,10565147,丽人丽妆,商业百货,shzb,058001001,069001001001,002,001,2,2020-09-09 00:00:00,2019-06-30 00:00:00,151239880.57,1657496069.07,1527658166.09,,1048771780.68,1048771780.68,,432714826.79,38840708.31,-2636791.3,188511343.43,188676766.06,39047610.67,,,,,,3507969.83,,,,,,,,,,,,88640819.81,
605018.SH,605018,016035,10000015919,长华股份,汽车行业,shzb,058001001,069001001001,002,001,2,2020-09-09 00:00:00,2019-06-30 00:00:00,74607743.19,668357215.35,602984933.57,,507078626.46,507078626.46,,10909322.03,39257946.72,5172071.6,82062131.83,87311452.75,12703709.56,,,,,,5791114.49,,,,,,,,,,,,69167987.01,
300896.SZ,300896,016047,10688046,爱美客,医疗行业,cyb,058001001,069001002002,002,001,2,2020-09-09 00:00:00,2019-06-30 00:00:00,128541670.2,240167698.98,93748035.34,,18964302.64,18964302.64,,29620090.29,23640282.18,-781585.55,148832037.95,148765062.45,23850382.13,,,,,,1881478.32,,,,,,,,,,,,126269971.63,
300460.SZ,300460,016022,10184073,惠伦晶体,电子元件,cyb,058001001,069001002002,002,001,2,2020-09-09 00:00:00,2019-06-30 00:00:00,279894.03,125728233.74,127715991.65,-19.2203591389,104023748.23,104023748.23,-18.3890243776,4592266.01,11149850.25,-155037.07,557277.62,618077.62,338183.59,,,,,,759739.23,,,,,,,,,-22.9042980211,-92.478215890625,-96.458441320859,-1425460.34,-128.384152525256
688595.SH,688595,016057,10511959,芯海科技,软件服务,kcb,058001001,069001001006,002,001,2,2020-09-08 00:00:00,2019-06-30 00:00:00,11839198.66,92895104.01,85794990.66,,52529891.83,52529891.83,,3244760.46,10700057.45,-1174631.39,9733940.73,9799124.08,-1538758,,,,,,581609.12,,,,,,,,,,,,9012398.66,
605218.SH,605218,016022,10000032384,伟时电子,电子元件,shzb,058001001,069001001001,002,001,2,2020-09-08 00:00:00,2019-06-30 00:00:00,36308318.25,564221544,526448706.73,,442959165.75,442959165.75,,14589902.18,33470778.17,-791395.76,37883696.12,38914239.21,2605920.96,,,,,,3329351.59,,,,,,,,,,,,36527263.39,
300736.SZ,300736,016015,10400645,百邦科技,通讯行业,cyb,058001001,069001002002,002,001,2,2020-09-08 00:00:00,2019-06-30 00:00:00,-14338966.84,130552205.01,155570263.28,-18.2714498839,106799267.19,106799267.19,-20.1130564148,12011904,31920476.56,42805.93,-21788795.09,-18971512.82,-4632545.98,,,,,,974949.31,,,,,,,,,-37.7460012369,-200.995316840337,-174.410575545436,-18893208.21,-223.631803525972
003010.SZ,003010,016014,10487433,若羽臣,电子信息,zxb,058001001,069001002003,002,001,2,2020-09-08 00:00:00,2019-06-30 00:00:00,35550018.61,442585130.8,404063921.85,,302693350.73,302693350.73,,65991013.14,21191238.83,679157.57,43419069.65,43372864.01,7822845.4,,,,,,1385189.07,,,,,,,,,,,,33743635.22,
002742.SZ,002742,016004,10181871,三圣股份,水泥建材,zxb,058001001,069001002003,002,001,2,2020-09-08 00:00:00,2019-06-30 00:00:00,76004114.07,1486470590.01,1381145348.73,19.467755384,1187143208.12,1187143208.12,22.0513075769,17034471.21,95698858.75,55950987.81,116588955.17,115370852.38,17790721.48,,,,,,8826834.57,,,,,,,,,18.2680672996,16.761134735524,11.552011840758,71114948.53,11.079632784592
605111.SH,605111,016022,10312512,新洁能,电子元件,shzb,058001001,069001001001,002,001,2,2020-09-07 00:00:00,2019-06-30 00:00:00,37431621.81,328348220.79,286406706.19,7.6677289211,263838860.51,263838860.51,10.0867504243,4847058.38,8059102.71,-2266906.59,42279086.76,42315579.85,4883958.04,,,,,,657232.42,,,,,,,,,-9.1203186461,-55.742197221002,-54.316207583401,35103471.4,-57.089924760675
605003.SH,605003,016010,10000015579,众望布艺,纺织服装,shzb,058001001,069001001001,002,001,2,2020-09-07 00:00:00,2019-06-30 00:00:00,39083943.31,205643955.77,164928004.16,,121120254.8,121120254.8,,17408312.94,13736618.18,-344890.94,45452711.36,45778178.97,6694235.66,,,,,,3870479.64,,,,,,,,,,,,35545743.31,
300895.SZ,300895,016057,10302060,铜牛信息,软件服务,cyb,058001001,069001002002,002,001,2,2020-09-07 00:00:00,2019-06-30 00:00:00,22613724.16,108690127.64,83970213.4,,71014938.77,71014938.77,,2915535.77,5945673.32,-297984.8,24925153.89,24928353.89,3275553.83,,,,,,103038.59,,,,,,,,,,,,22097060.8,
300893.SZ,300893,016035,10000015937,松原股份,汽车行业,cyb,058001001,069001002002,002,001,2,2020-09-07 00:00:00,2019-06-30 00:00:00,31875903.82,206923957.95,168167495.1,,130688654.66,130688654.66,,11775492.71,13129293.08,1430603.73,36494787.11,36473037.11,4597133.29,,,,,,1969951.53,,,,,,,,,,,,30760603.82,
003009.SZ,003009,016034,10669801,中天火箭,航天航空,zxb,058001001,069001002003,002,001,2,2020-09-07 00:00:00,2019-06-30 00:00:00,50061856.06,324267910.12,266933883.09,,200258448.8,200258448.8,,18171611.25,21580037.44,3885906.64,55713596.04,56051940.3,5990084.24,,,,,,3291297.37,,,,,,,,,,,,49369763.65,
601038.SH,601038,016043,10037090,一拖股份,机械行业,shzb,058001001,069001001001,002,001,2,2020-09-05 00:00:00,2019-06-30 00:00:00,19612525.7,3425973267.68,3454099465.8,-8.3787285688,2906028393.82,2906028393.82,-7.2647375019,141344409.13,168787482.38,41393377.07,21313126.15,35920472.6,26103902.44,,30885426.09,,1567768.82,,22779937.82,,1567768.82,30885426.09,,,,,,-4.3395637065,117.583500838398,113.527756732032,-65158017.08,71.839621399063
